Gemeente,gem_code,tot_inwoners,Aantal,Leden_per_10000_inwoners,weeknumber,tot_responders,tot_cases,perc_case
Heerhugowaard,398,56730,46,8.11,46,30,2,0.067
Heerhugowaard,398,56730,46,8.11,47,2,0,0
Heerlen,917,86835,68,7.83,42,1,0,0
Heerlen,917,86835,68,7.83,43,4,1,0.25
Heerlen,917,86835,68,7.83,44,24,1,0.042
Heerlen,917,86835,68,7.83,45,47,1,0.021
Heerlen,917,86835,68,7.83,46,54,5,0.093
Heerlen,917,86835,68,7.83,47,2,1,0.5
Heeze-Leende,1658,15960,22,13.78,43,3,0,0
Heeze-Leende,1658,15960,22,13.78,44,9,1,0.111
Heeze-Leende,1658,15960,22,13.78,45,15,1,0.067
Heeze-Leende,1658,15960,22,13.78,46,19,0,0
Heiloo,399,23465,28,11.93,43,2,0,0
Heiloo,399,23465,28,11.93,44,11,0,0
Heiloo,399,23465,28,11.93,45,13,1,0.077
Heiloo,399,23465,28,11.93,46,18,0,0
Heiloo,399,23465,28,11.93,47,1,0,0
Hellendoorn,163,35805,28,7.82,43,5,2,0.4
Hellendoorn,163,35805,28,7.82,44,8,1,0.125
Hellendoorn,163,35805,28,7.82,45,14,1,0.071
Hellendoorn,163,35805,28,7.82,46,19,2,0.105
Hellendoorn,163,35805,28,7.82,47,3,1,0.333
Hellevoetsluis,530,40045,24,5.99,43,5,0,0
Hellevoetsluis,530,40045,24,5.99,44,11,0,0
Hellevoetsluis,530,40045,24,5.99,45,16,1,0.062
Hellevoetsluis,530,40045,24,5.99,46,18,0,0
Hellevoetsluis,530,40045,24,5.99,47,2,0,0
Helmond,794,91525,77,8.41,43,15,2,0.133
Helmond,794,91525,77,8.41,44,27,4,0.148
Helmond,794,91525,77,8.41,45,48,7,0.146
Helmond,794,91525,77,8.41,46,59,6,0.102
Helmond,794,91525,77,8.41,47,4,0,0
Hendrik-Ido-Ambacht,531,30965,22,7.1,43,3,0,0
Hendrik-Ido-Ambacht,531,30965,22,7.1,44,13,4,0.308
Hendrik-Ido-Ambacht,531,30965,22,7.1,45,14,4,0.286
Hendrik-Ido-Ambacht,531,30965,22,7.1,46,15,2,0.133
Hendrik-Ido-Ambacht,531,30965,22,7.1,47,1,0,0
Hengelo,164,80680,84,10.41,43,9,2,0.222
Hengelo,164,80680,84,10.41,44,30,3,0.1
Hengelo,164,80680,84,10.41,45,46,2,0.043
Hengelo,164,80680,84,10.41,46,52,0,0
Hengelo,164,80680,84,10.41,47,6,0,0
Het Hogeland,1966,47880,43,8.98,42,1,0,0
Het Hogeland,1966,47880,43,8.98,43,3,0,0
Het Hogeland,1966,47880,43,8.98,44,16,1,0.062
Het Hogeland,1966,47880,43,8.98,45,29,1,0.034
Het Hogeland,1966,47880,43,8.98,46,30,3,0.1
Het Hogeland,1966,47880,43,8.98,47,5,1,0.2
Heumen,252,16490,18,10.92,43,1,0,0
Heumen,252,16490,18,10.92,44,7,1,0.143
Heumen,252,16490,18,10.92,45,10,2,0.2
Heumen,252,16490,18,10.92,46,13,0,0
Heusden,797,44140,54,12.23,43,5,0,0
Heusden,797,44140,54,12.23,44,21,3,0.143
Heusden,797,44140,54,12.23,45,28,1,0.036
Heusden,797,44140,54,12.23,46,37,4,0.108
Heusden,797,44140,54,12.23,47,2,0,0
Hillegom,534,21970,11,5.01,43,1,0,0
Hillegom,534,21970,11,5.01,44,3,0,0
Hillegom,534,21970,11,5.01,45,7,1,0.143
Hillegom,534,21970,11,5.01,46,7,0,0
Hillegom,534,21970,11,5.01,47,1,0,0
Hilvarenbeek,798,15320,14,9.14,43,1,1,1
Hilvarenbeek,798,15320,14,9.14,44,6,2,0.333
Hilvarenbeek,798,15320,14,9.14,45,9,1,0.111
Hilvarenbeek,798,15320,14,9.14,46,9,1,0.111
Hilvarenbeek,798,15320,14,9.14,47,1,0,0
Hilversum,402,90235,106,11.75,43,14,1,0.071
Hilversum,402,90235,106,11.75,44,43,5,0.116
Hilversum,402,90235,106,11.75,45,58,4,0.069
Hilversum,402,90235,106,11.75,46,74,2,0.027
Hilversum,402,90235,106,11.75,47,2,0,0
Hoeksche Waard,1963,86660,94,10.85,42,1,0,0
Hoeksche Waard,1963,86660,94,10.85,43,16,1,0.062
Hoeksche Waard,1963,86660,94,10.85,44,48,3,0.062
Hoeksche Waard,1963,86660,94,10.85,45,56,3,0.054
Hoeksche Waard,1963,86660,94,10.85,46,68,5,0.074
Hoeksche Waard,1963,86660,94,10.85,47,6,0,0
Hof van Twente,1735,34940,24,6.87,43,3,0,0
Hof van Twente,1735,34940,24,6.87,44,10,1,0.1
Hof van Twente,1735,34940,24,6.87,45,14,0,0
Hof van Twente,1735,34940,24,6.87,46,15,0,0
Hof van Twente,1735,34940,24,6.87,47,2,0,0
Hollands Kroon,1911,47820,42,8.78,42,1,0,0
Hollands Kroon,1911,47820,42,8.78,43,2,0,0
Hollands Kroon,1911,47820,42,8.78,44,25,3,0.12
Hollands Kroon,1911,47820,42,8.78,45,19,1,0.053
Hollands Kroon,1911,47820,42,8.78,46,30,0,0
Hollands Kroon,1911,47820,42,8.78,47,3,0,0
Hoogeveen,118,55660,63,11.32,42,1,0,0
Hoogeveen,118,55660,63,11.32,43,10,2,0.2
Hoogeveen,118,55660,63,11.32,44,19,3,0.158
Hoogeveen,118,55660,63,11.32,45,31,2,0.065
Hoogeveen,118,55660,63,11.32,46,42,2,0.048
Hoogeveen,118,55660,63,11.32,47,5,0,0
Hoorn,405,73005,57,7.81,43,4,0,0
Hoorn,405,73005,57,7.81,44,23,4,0.174
Hoorn,405,73005,57,7.81,45,31,2,0.065
Hoorn,405,73005,57,7.81,46,37,4,0.108
Hoorn,405,73005,57,7.81,47,4,0,0
Horst aan de Maas,1507,42285,22,5.2,43,7,2,0.286
Horst aan de Maas,1507,42285,22,5.2,44,10,0,0
Horst aan de Maas,1507,42285,22,5.2,45,16,1,0.062
Horst aan de Maas,1507,42285,22,5.2,46,18,4,0.222
Horst aan de Maas,1507,42285,22,5.2,47,1,1,1
Houten,321,49915,87,17.43,42,1,0,0
Houten,321,49915,87,17.43,43,10,3,0.3
Houten,321,49915,87,17.43,44,27,3,0.111
Houten,321,49915,87,17.43,45,50,6,0.12
Houten,321,49915,87,17.43,46,50,2,0.04
Houten,321,49915,87,17.43,47,7,0,0
Huizen,406,41275,36,8.72,43,7,0,0
Huizen,406,41275,36,8.72,44,15,3,0.2
Huizen,406,41275,36,8.72,45,20,1,0.05
Huizen,406,41275,36,8.72,46,30,2,0.067
Huizen,406,41275,36,8.72,47,3,0,0
Hulst,677,27525,18,6.54,43,1,0,0
Hulst,677,27525,18,6.54,44,9,1,0.111
Hulst,677,27525,18,6.54,45,9,2,0.222
Hulst,677,27525,18,6.54,46,13,1,0.077
Hulst,677,27525,18,6.54,47,1,0,0
IJsselstein,353,34160,35,10.25,43,5,1,0.2
IJsselstein,353,34160,35,10.25,44,17,2,0.118
IJsselstein,353,34160,35,10.25,45,21,2,0.095
IJsselstein,353,34160,35,10.25,46,27,4,0.148
IJsselstein,353,34160,35,10.25,47,5,0,0
Kaag en Braassem,1884,26865,17,6.33,43,4,0,0
Kaag en Braassem,1884,26865,17,6.33,44,6,1,0.167
Kaag en Braassem,1884,26865,17,6.33,45,8,1,0.125
Kaag en Braassem,1884,26865,17,6.33,46,12,1,0.083
Kaag en Braassem,1884,26865,17,6.33,47,1,0,0
Kampen,166,53780,50,9.3,42,1,0,0
Kampen,166,53780,50,9.3,43,7,2,0.286
Kampen,166,53780,50,9.3,44,18,3,0.167
Kampen,166,53780,50,9.3,45,28,3,0.107
Kampen,166,53780,50,9.3,46,25,2,0.08
Kampen,166,53780,50,9.3,47,2,0,0
Kapelle,678,12790,9,7.04,44,4,0,0
Kapelle,678,12790,9,7.04,45,4,0,0
Kapelle,678,12790,9,7.04,46,3,0,0
Kapelle,678,12790,9,7.04,47,1,0,0
Katwijk,537,65305,46,7.04,43,9,1,0.111
Katwijk,537,65305,46,7.04,44,23,2,0.087
Katwijk,537,65305,46,7.04,45,29,2,0.069
Katwijk,537,65305,46,7.04,46,33,0,0
Katwijk,537,65305,46,7.04,47,2,0,0
Kerkrade,928,45640,21,4.6,43,4,0,0
Kerkrade,928,45640,21,4.6,44,12,1,0.083
Kerkrade,928,45640,21,4.6,45,14,0,0
Kerkrade,928,45640,21,4.6,46,17,3,0.176
Koggenland,1598,22745,13,5.72,43,2,1,0.5
Koggenland,1598,22745,13,5.72,44,8,0,0
Koggenland,1598,22745,13,5.72,45,7,2,0.286
Koggenland,1598,22745,13,5.72,46,9,1,0.111
Koggenland,1598,22745,13,5.72,47,1,0,0
Krimpen aan den IJssel,542,29375,20,6.81,42,1,0,0
Krimpen aan den IJssel,542,29375,20,6.81,43,1,0,0
Krimpen aan den IJssel,542,29375,20,6.81,44,10,1,0.1
Krimpen aan den IJssel,542,29375,20,6.81,45,15,2,0.133
Krimpen aan den IJssel,542,29375,20,6.81,46,14,0,0
Krimpen aan den IJssel,542,29375,20,6.81,47,1,0,0
Krimpenerwaard,1931,56050,42,7.49,43,4,1,0.25
Krimpenerwaard,1931,56050,42,7.49,44,13,1,0.077
Krimpenerwaard,1931,56050,42,7.49,45,19,0,0
Krimpenerwaard,1931,56050,42,7.49,46,30,0,0
Krimpenerwaard,1931,56050,42,7.49,47,2,0,0
Laarbeek,1659,22335,24,10.75,42,1,0,0
Laarbeek,1659,22335,24,10.75,43,2,0,0
Laarbeek,1659,22335,24,10.75,44,13,1,0.077
Laarbeek,1659,22335,24,10.75,45,14,2,0.143
Laarbeek,1659,22335,24,10.75,46,16,1,0.062
Landerd,1685,15525,16,10.31,43,2,0,0
Landerd,1685,15525,16,10.31,44,6,1,0.167
Landerd,1685,15525,16,10.31,45,12,1,0.083
Landerd,1685,15525,16,10.31,46,10,1,0.1
Landerd,1685,15525,16,10.31,47,1,0,0
Landgraaf,882,37595,47,12.5,43,6,0,0
Landgraaf,882,37595,47,12.5,44,20,1,0.05
Landgraaf,882,37595,47,12.5,45,32,3,0.094
Landgraaf,882,37595,47,12.5,46,30,2,0.067
Landgraaf,882,37595,47,12.5,47,1,0,0
Landsmeer,415,11485,8,6.97,44,2,0,0
Landsmeer,415,11485,8,6.97,45,4,0,0
Landsmeer,415,11485,8,6.97,46,6,0,0
Landsmeer,415,11485,8,6.97,47,2,0,0
Langedijk,416,27990,22,7.86,43,7,1,0.143
Langedijk,416,27990,22,7.86,44,7,0,0
Langedijk,416,27990,22,7.86,45,10,0,0
Langedijk,416,27990,22,7.86,46,16,1,0.062
Langedijk,416,27990,22,7.86,47,1,0,0
Lansingerland,1621,61600,66,10.71,41,1,1,1
Lansingerland,1621,61600,66,10.71,42,1,0,0
Lansingerland,1621,61600,66,10.71,43,10,1,0.1
Lansingerland,1621,61600,66,10.71,44,32,3,0.094
Lansingerland,1621,61600,66,10.71,45,38,1,0.026
Lansingerland,1621,61600,66,10.71,46,43,2,0.047
Lansingerland,1621,61600,66,10.71,47,5,0,0
Laren,417,11195,11,9.83,43,1,0,0
Laren,417,11195,11,9.83,44,4,0,0
Laren,417,11195,11,9.83,45,4,1,0.25
Laren,417,11195,11,9.83,46,8,1,0.125
Leeuwarden,80,123105,98,7.96,43,13,1,0.077
Leeuwarden,80,123105,98,7.96,44,37,4,0.108
Leeuwarden,80,123105,98,7.96,45,45,2,0.044
Leeuwarden,80,123105,98,7.96,46,63,5,0.079
Leeuwarden,80,123105,98,7.96,47,5,1,0.2
Leiden,546,124895,136,10.89,42,1,1,1
Leiden,546,124895,136,10.89,43,22,0,0
Leiden,546,124895,136,10.89,44,54,4,0.074
Leiden,546,124895,136,10.89,45,82,5,0.061
Leiden,546,124895,136,10.89,46,88,9,0.102
Leiden,546,124895,136,10.89,47,7,0,0
Leiderdorp,547,27110,31,11.43,42,1,0,0
Leiderdorp,547,27110,31,11.43,43,3,0,0
Leiderdorp,547,27110,31,11.43,44,12,3,0.25
Leiderdorp,547,27110,31,11.43,45,16,2,0.125
Leiderdorp,547,27110,31,11.43,46,19,2,0.105
Leidschendam-Voorburg,1916,75425,97,12.86,42,1,0,0
Leidschendam-Voorburg,1916,75425,97,12.86,43,12,3,0.25
Leidschendam-Voorburg,1916,75425,97,12.86,44,35,2,0.057
Leidschendam-Voorburg,1916,75425,97,12.86,45,57,3,0.053
Leidschendam-Voorburg,1916,75425,97,12.86,46,69,3,0.043
Leidschendam-Voorburg,1916,75425,97,12.86,47,6,0,0
Lelystad,995,77890,56,7.19,42,1,0,0
Lelystad,995,77890,56,7.19,43,13,1,0.077
Lelystad,995,77890,56,7.19,44,24,1,0.042
Lelystad,995,77890,56,7.19,45,29,1,0.034
Lelystad,995,77890,56,7.19,46,43,1,0.023
Lelystad,995,77890,56,7.19,47,1,0,0
Leudal,1640,35680,22,6.17,43,6,1,0.167
Leudal,1640,35680,22,6.17,44,7,1,0.143
Leudal,1640,35680,22,6.17,45,12,1,0.083
Leudal,1640,35680,22,6.17,46,15,0,0
Leusden,327,30035,39,12.98,43,4,0,0
Leusden,327,30035,39,12.98,44,16,0,0
Leusden,327,30035,39,12.98,45,25,0,0
Leusden,327,30035,39,12.98,46,24,1,0.042
Lingewaard,1705,46470,35,7.53,43,4,0,0
Lingewaard,1705,46470,35,7.53,44,11,1,0.091
Lingewaard,1705,46470,35,7.53,45,19,1,0.053
Lingewaard,1705,46470,35,7.53,46,21,1,0.048
Lingewaard,1705,46470,35,7.53,47,3,0,0
Lisse,553,22800,14,6.14,42,1,1,1
Lisse,553,22800,14,6.14,43,3,0,0
Lisse,553,22800,14,6.14,44,7,0,0
Lisse,553,22800,14,6.14,45,9,0,0
Lisse,553,22800,14,6.14,46,13,0,0
Lochem,262,33590,22,6.55,43,6,0,0
Lochem,262,33590,22,6.55,44,10,1,0.1
Lochem,262,33590,22,6.55,45,14,0,0
Lochem,262,33590,22,6.55,46,18,0,0
Lochem,262,33590,22,6.55,47,2,0,0
Loon op Zand,809,23330,21,9,43,5,1,0.2
Loon op Zand,809,23330,21,9,44,8,1,0.125
Loon op Zand,809,23330,21,9,45,9,1,0.111
Loon op Zand,809,23330,21,9,46,14,2,0.143
Loon op Zand,809,23330,21,9,47,1,0,0
Lopik,331,14475,11,7.6,43,2,0,0
Lopik,331,14475,11,7.6,44,5,0,0
Lopik,331,14475,11,7.6,45,6,0,0
Lopik,331,14475,11,7.6,46,7,1,0.143
Lopik,331,14475,11,7.6,47,1,0,0
Loppersum,24,9610,9,9.37,42,1,1,1
Loppersum,24,9610,9,9.37,43,1,0,0
Loppersum,24,9610,9,9.37,44,4,0,0
Loppersum,24,9610,9,9.37,45,4,2,0.5
Loppersum,24,9610,9,9.37,46,7,1,0.143
Losser,168,22620,11,4.86,43,3,1,0.333
Losser,168,22620,11,4.86,44,4,0,0
Losser,168,22620,11,4.86,45,7,1,0.143
Losser,168,22620,11,4.86,46,9,1,0.111
Maasdriel,263,24690,20,8.1,43,2,1,0.5
Maasdriel,263,24690,20,8.1,44,9,1,0.111
Maasdriel,263,24690,20,8.1,45,15,1,0.067
Maasdriel,263,24690,20,8.1,46,19,1,0.053
Maasdriel,263,24690,20,8.1,47,1,0,0
Maasgouw,1641,23685,16,6.76,43,2,0,0
Maasgouw,1641,23685,16,6.76,44,6,0,0
Maasgouw,1641,23685,16,6.76,45,7,2,0.286
Maasgouw,1641,23685,16,6.76,46,12,1,0.083
Maassluis,556,32765,20,6.1,43,3,1,0.333
Maassluis,556,32765,20,6.1,44,13,2,0.154
Maassluis,556,32765,20,6.1,45,13,0,0
Maassluis,556,32765,20,6.1,46,14,0,0
Maassluis,556,32765,20,6.1,47,2,0,0
Maastricht,935,121560,118,9.71,43,20,1,0.05
Maastricht,935,121560,118,9.71,44,44,2,0.045
Maastricht,935,121560,118,9.71,45,72,2,0.028
Maastricht,935,121560,118,9.71,46,78,4,0.051
Maastricht,935,121560,118,9.71,47,8,0,0
Medemblik,420,44725,28,6.26,43,4,1,0.25
Medemblik,420,44725,28,6.26,44,14,1,0.071
Medemblik,420,44725,28,6.26,45,15,1,0.067
Medemblik,420,44725,28,6.26,46,20,0,0
Meerssen,938,18925,18,9.51,43,5,1,0.2
Meerssen,938,18925,18,9.51,44,6,0,0
Meerssen,938,18925,18,9.51,45,8,0,0
Meerssen,938,18925,18,9.51,46,12,0,0
Meierijstad,1948,80810,85,10.52,43,21,2,0.095
Meierijstad,1948,80810,85,10.52,44,35,5,0.143
Meierijstad,1948,80810,85,10.52,45,54,3,0.056
Meierijstad,1948,80810,85,10.52,46,60,4,0.067
Meierijstad,1948,80810,85,10.52,47,2,0,0
Meppel,119,33565,32,9.53,42,1,0,0
Meppel,119,33565,32,9.53,43,8,0,0
Meppel,119,33565,32,9.53,44,8,1,0.125
Meppel,119,33565,32,9.53,45,19,1,0.053
Meppel,119,33565,32,9.53,46,24,2,0.083
Meppel,119,33565,32,9.53,47,2,0,0
Middelburg,687,48545,41,8.45,43,3,0,0
Middelburg,687,48545,41,8.45,44,14,1,0.071
Middelburg,687,48545,41,8.45,45,21,0,0
Middelburg,687,48545,41,8.45,46,20,0,0
Middelburg,687,48545,41,8.45,47,2,0,0
Midden-Delfland,1842,19390,25,12.89,43,3,0,0
Midden-Delfland,1842,19390,25,12.89,44,10,0,0
Midden-Delfland,1842,19390,25,12.89,45,14,0,0
Midden-Delfland,1842,19390,25,12.89,46,18,0,0
Midden-Delfland,1842,19390,25,12.89,47,2,0,0
Midden-Drenthe,1731,33170,21,6.33,43,1,0,0
Midden-Drenthe,1731,33170,21,6.33,44,5,0,0
Midden-Drenthe,1731,33170,21,6.33,45,12,0,0
Midden-Drenthe,1731,33170,21,6.33,46,18,0,0
Midden-Groningen,1952,60900,34,5.58,43,6,1,0.167
Midden-Groningen,1952,60900,34,5.58,44,10,1,0.1
Midden-Groningen,1952,60900,34,5.58,45,23,2,0.087
Midden-Groningen,1952,60900,34,5.58,46,29,3,0.103
Midden-Groningen,1952,60900,34,5.58,47,5,1,0.2
Mill en Sint Hubert,815,10895,12,11.01,44,6,2,0.333
Mill en Sint Hubert,815,10895,12,11.01,45,7,2,0.286
Mill en Sint Hubert,815,10895,12,11.01,46,6,1,0.167
Mill en Sint Hubert,815,10895,12,11.01,47,2,0,0
Moerdijk,1709,36955,29,7.85,42,1,1,1
Moerdijk,1709,36955,29,7.85,43,4,1,0.25
Moerdijk,1709,36955,29,7.85,44,14,2,0.143
Moerdijk,1709,36955,29,7.85,45,20,2,0.1
Moerdijk,1709,36955,29,7.85,46,20,1,0.05
Moerdijk,1709,36955,29,7.85,47,4,1,0.25
Molenlanden,1978,43850,37,8.44,43,3,0,0
Molenlanden,1978,43850,37,8.44,44,10,0,0
Molenlanden,1978,43850,37,8.44,45,20,2,0.1
Molenlanden,1978,43850,37,8.44,46,20,2,0.1
Molenlanden,1978,43850,37,8.44,47,2,0,0
Montferland,1955,36025,18,5,42,1,0,0
Montferland,1955,36025,18,5,43,4,1,0.25
Montferland,1955,36025,18,5,44,5,1,0.2
Montferland,1955,36025,18,5,45,11,2,0.182
Montferland,1955,36025,18,5,46,8,0,0
Montfoort,335,13990,16,11.44,43,2,0,0
Montfoort,335,13990,16,11.44,44,4,1,0.25
Montfoort,335,13990,16,11.44,45,6,0,0
Montfoort,335,13990,16,11.44,46,8,1,0.125
Montfoort,335,13990,16,11.44,47,1,0,0
Mook en Middelaar,944,7805,5,6.41,44,1,1,1
Mook en Middelaar,944,7805,5,6.41,45,4,2,0.5
Mook en Middelaar,944,7805,5,6.41,46,3,0,0
Neder-Betuwe,1740,24045,29,12.06,43,5,1,0.2
Neder-Betuwe,1740,24045,29,12.06,44,11,1,0.091
Neder-Betuwe,1740,24045,29,12.06,45,18,1,0.056
Neder-Betuwe,1740,24045,29,12.06,46,18,4,0.222
Neder-Betuwe,1740,24045,29,12.06,47,4,0,0
Nederweert,946,17000,11,6.47,43,1,0,0
Nederweert,946,17000,11,6.47,44,2,0,0
Nederweert,946,17000,11,6.47,45,5,0,0
Nederweert,946,17000,11,6.47,46,8,1,0.125
Nieuwegein,356,63040,64,10.15,43,10,1,0.1
Nieuwegein,356,63040,64,10.15,44,24,4,0.167
Nieuwegein,356,63040,64,10.15,45,38,2,0.053
Nieuwegein,356,63040,64,10.15,46,39,1,0.026
Nieuwegein,356,63040,64,10.15,47,2,0,0
Nieuwkoop,569,28590,19,6.65,43,1,0,0
Nieuwkoop,569,28590,19,6.65,44,3,1,0.333
Nieuwkoop,569,28590,19,6.65,45,11,1,0.091
Nieuwkoop,569,28590,19,6.65,46,12,0,0
Nieuwkoop,569,28590,19,6.65,47,1,0,0
Nijkerk,267,42945,22,5.12,43,3,0,0
Nijkerk,267,42945,22,5.12,44,6,0,0
Nijkerk,267,42945,22,5.12,45,8,1,0.125
Nijkerk,267,42945,22,5.12,46,14,2,0.143
Nijmegen,268,176730,171,9.68,42,5,0,0
Nijmegen,268,176730,171,9.68,43,26,1,0.038
Nijmegen,268,176730,171,9.68,44,77,3,0.039
Nijmegen,268,176730,171,9.68,45,100,5,0.05
Nijmegen,268,176730,171,9.68,46,113,4,0.035
Nijmegen,268,176730,171,9.68,47,8,0,0
Nissewaard,1930,84800,88,10.38,43,14,0,0
Nissewaard,1930,84800,88,10.38,44,35,2,0.057
Nissewaard,1930,84800,88,10.38,45,51,2,0.039
Nissewaard,1930,84800,88,10.38,46,62,6,0.097
Nissewaard,1930,84800,88,10.38,47,6,0,0
Noardeast-Fryslân,1970,45175,21,4.65,43,2,0,0
Noardeast-Fryslân,1970,45175,21,4.65,44,11,0,0
Noardeast-Fryslân,1970,45175,21,4.65,45,13,1,0.077
Noardeast-Fryslân,1970,45175,21,4.65,46,18,1,0.056
Noord-Beveland,1695,7305,6,8.21,43,1,0,0
Noord-Beveland,1695,7305,6,8.21,44,3,0,0
Noord-Beveland,1695,7305,6,8.21,45,4,0,0
Noord-Beveland,1695,7305,6,8.21,46,5,0,0
Noord-Beveland,1695,7305,6,8.21,47,1,0,0
Noordenveld,1699,31270,49,15.67,43,5,0,0
Noordenveld,1699,31270,49,15.67,44,15,0,0
Noordenveld,1699,31270,49,15.67,45,23,1,0.043
Noordenveld,1699,31270,49,15.67,46,32,0,0
Noordenveld,1699,31270,49,15.67,47,3,0,0
Noordoostpolder,171,46845,38,8.11,43,8,0,0
Noordoostpolder,171,46845,38,8.11,44,13,1,0.077
Noordoostpolder,171,46845,38,8.11,45,21,2,0.095
Noordoostpolder,171,46845,38,8.11,46,25,1,0.04
Noordoostpolder,171,46845,38,8.11,47,3,0,0
Noordwijk,575,42855,48,11.2,43,11,0,0
Noordwijk,575,42855,48,11.2,44,19,0,0
Noordwijk,575,42855,48,11.2,45,27,2,0.074
Noordwijk,575,42855,48,11.2,46,35,2,0.057
Noordwijk,575,42855,48,11.2,47,2,0,0
"Nuenen, Gerwen en Nederwetten",820,23185,32,13.8,42,1,0,0
"Nuenen, Gerwen en Nederwetten",820,23185,32,13.8,43,3,0,0
"Nuenen, Gerwen en Nederwetten",820,23185,32,13.8,44,16,1,0.062
"Nuenen, Gerwen en Nederwetten",820,23185,32,13.8,45,21,3,0.143
"Nuenen, Gerwen en Nederwetten",820,23185,32,13.8,46,27,2,0.074
"Nuenen, Gerwen en Nederwetten",820,23185,32,13.8,47,2,0,0
Nunspeet,302,27480,28,10.19,42,2,0,0
Nunspeet,302,27480,28,10.19,44,10,0,0
Nunspeet,302,27480,28,10.19,45,24,2,0.083
Nunspeet,302,27480,28,10.19,46,24,0,0
Nunspeet,302,27480,28,10.19,47,4,0,0
Oegstgeest,579,24420,26,10.65,42,1,0,0
Oegstgeest,579,24420,26,10.65,43,1,1,1
Oegstgeest,579,24420,26,10.65,44,11,0,0
Oegstgeest,579,24420,26,10.65,45,20,2,0.1
Oegstgeest,579,24420,26,10.65,46,18,1,0.056
Oegstgeest,579,24420,26,10.65,47,2,1,0.5
Oirschot,823,18620,36,19.33,43,6,2,0.333
Oirschot,823,18620,36,19.33,44,19,2,0.105
Oirschot,823,18620,36,19.33,45,22,1,0.045
Oirschot,823,18620,36,19.33,46,27,2,0.074
Oirschot,823,18620,36,19.33,47,1,0,0
Oisterwijk,824,26140,26,9.95,42,1,0,0
Oisterwijk,824,26140,26,9.95,43,2,1,0.5
Oisterwijk,824,26140,26,9.95,44,11,0,0
Oisterwijk,824,26140,26,9.95,45,17,2,0.118
Oisterwijk,824,26140,26,9.95,46,23,2,0.087
Oisterwijk,824,26140,26,9.95,47,3,0,0
Oldambt,1895,38140,31,8.13,44,13,0,0
Oldambt,1895,38140,31,8.13,45,17,2,0.118
Oldambt,1895,38140,31,8.13,46,19,2,0.105
Oldebroek,269,23600,12,5.08,43,5,0,0
Oldebroek,269,23600,12,5.08,44,3,0,0
Oldebroek,269,23600,12,5.08,45,7,1,0.143
Oldebroek,269,23600,12,5.08,46,9,1,0.111
Oldebroek,269,23600,12,5.08,47,1,0,0
Oldenzaal,173,31845,27,8.48,43,3,0,0
Oldenzaal,173,31845,27,8.48,44,11,1,0.091
Oldenzaal,173,31845,27,8.48,45,13,2,0.154
Oldenzaal,173,31845,27,8.48,46,21,1,0.048
Oldenzaal,173,31845,27,8.48,47,1,0,0
Olst-Wijhe,1773,18070,14,7.75,43,3,0,0
Olst-Wijhe,1773,18070,14,7.75,44,6,0,0
Olst-Wijhe,1773,18070,14,7.75,45,10,0,0
Olst-Wijhe,1773,18070,14,7.75,46,11,1,0.091
Ommen,175,17815,16,8.98,43,1,0,0
Ommen,175,17815,16,8.98,44,6,0,0
Ommen,175,17815,16,8.98,45,6,1,0.167
Ommen,175,17815,16,8.98,46,9,1,0.111
Ommen,175,17815,16,8.98,47,1,0,0
Oost Gelre,1586,29710,22,7.4,43,3,0,0
Oost Gelre,1586,29710,22,7.4,44,6,0,0
Oost Gelre,1586,29710,22,7.4,45,9,1,0.111
Oost Gelre,1586,29710,22,7.4,46,13,1,0.077
Oosterhout,826,55620,62,11.15,43,9,2,0.222
Oosterhout,826,55620,62,11.15,44,21,1,0.048
Oosterhout,826,55620,62,11.15,45,37,3,0.081
Oosterhout,826,55620,62,11.15,46,43,4,0.093
Oosterhout,826,55620,62,11.15,47,2,0,0
Ooststellingwerf,85,25505,10,3.92,43,1,0,0
Ooststellingwerf,85,25505,10,3.92,44,3,0,0
Ooststellingwerf,85,25505,10,3.92,45,7,0,0
Ooststellingwerf,85,25505,10,3.92,46,7,1,0.143
Oostzaan,431,9755,5,5.13,44,1,0,0
Oostzaan,431,9755,5,5.13,45,4,0,0
Oostzaan,431,9755,5,5.13,46,4,1,0.25
Oostzaan,431,9755,5,5.13,47,1,0,0
Opmeer,432,11775,8,6.79,43,1,0,0
Opmeer,432,11775,8,6.79,44,4,0,0
Opmeer,432,11775,8,6.79,45,3,0,0
Opmeer,432,11775,8,6.79,46,6,1,0.167
Opmeer,432,11775,8,6.79,47,1,0,0
Opsterland,86,29720,38,12.79,42,1,0,0
Opsterland,86,29720,38,12.79,43,3,0,0
Opsterland,86,29720,38,12.79,44,14,0,0
Opsterland,86,29720,38,12.79,45,26,2,0.077
Opsterland,86,29720,38,12.79,46,27,2,0.074
Opsterland,86,29720,38,12.79,47,2,0,0
Oss,828,91450,69,7.55,43,7,0,0
Oss,828,91450,69,7.55,44,31,7,0.226
Oss,828,91450,69,7.55,45,39,2,0.051
Oss,828,91450,69,7.55,46,52,2,0.038
Oss,828,91450,69,7.55,47,4,1,0.25
Oude IJsselstreek,1509,39475,26,6.59,43,6,0,0
Oude IJsselstreek,1509,39475,26,6.59,44,13,1,0.077
Oude IJsselstreek,1509,39475,26,6.59,45,16,1,0.062
Oude IJsselstreek,1509,39475,26,6.59,46,17,1,0.059
Oude IJsselstreek,1509,39475,26,6.59,47,2,0,0
